URL,Scraped_Time,Condition,Car Make,Model,Trim,Year,Kilometers,Body Type,Number of Seats,Fuel,Transmission,Engine Size (cc),Exterior Color,Interior Color,Regional Specs,Car License,Insurance,Car Customs,Body Condition,Paint,Payment Method,City,Neighborhood,Interior Options,Exterior Options,Technology Options,Price,Description_Score,Battery Capacity,Battery Range
https://jo.opensooq.com/en/search/257669123,2025-02-06 20:16:43,New,Tesla,Model 3,Standard Plus,2022,0,Sedan,5,Electric,Automatic,,White,Black,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,Original Paint,Cash or Installments,Amman,Tabarboor,"Electric Seat Control, Sport Seats, Steering Wheel Controls, Electric rear seat, Memory Seats, Heated Steering Wheel, Electric Windows, Air Condition, Center Lock, Alarm System, Heated Seats, AUX / USB Input, CD player, Airbags, Leather Seats","Rear Sensors, Sports Package, Keyless Entry, Back Hook, Sunroof, Panoramic Roof, Electrically Folding Mirrors, Daytime Running Lights, Electric Mirrors, Rim Wheels, Xenon Lights, Front Sensors, LED Lights","Blind Spot Alert, Auto Lock System, Lane Departure Alert, 360° Camera, Apple CarPlay, Tyre Pressure Monitoring, Rear Camera, Android Auto, Diff Lock, Traction Control, Voice Control, Radar, Cruise Control, Bluetooth, Touch Screen, Park assist, Remote Start, Media Screen, Sport Suspension, Forward Collision Alert, ABS Brakes, Navigation system / maps",21500,فحص كامل,50 - 69 kWh,400 - 499 km
https://jo.opensooq.com/en/search/258409107,2025-02-06 20:16:49,Used,Hyundai,Ioniq,5,2023,"90,000 - 99,999",SUV,5,Electric,Automatic,,Grey,Nardo Grey,American Specs,Licensed,Compulsory Insurance,With Customs,Other,Partially repainted,Cash Only,Amman,Daheit Al Rasheed,"Heated Seats, Air Condition, AUX / USB Input, Alarm System, Airbags, Electric Seat Control, Steering Wheel Controls, Electric Windows, Center Lock","Daytime Running Lights, Rim Wheels","Blind Spot Alert, Cruise Control, Lane Departure Alert, Traction Control, Tyre Pressure Monitoring, Navigation system / maps, Radar, Voice Control, Touch Screen, Apple CarPlay, Media Screen, Bluetooth, ABS Brakes, Forward Collision Alert, Rear Camera",21200,فحص كامل,70 - 89 kWh,More than 500 km
https://jo.opensooq.com/en/search/258750897,2025-02-06 20:17:06,Used,Volkswagen,ID 4,ID.4 X,2022,"90,000 - 99,999",SUV,5,Electric,Automatic,,Grey,Bronze,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,Original Paint,Cash Only,Irbid,Al Hay Al Sharqy,"Center Lock, Heated Seats, AUX / USB Input, CD player, Airbags, Leather Seats, Electric Seat Control, Sport Seats, Steering Wheel Controls, Heated Steering Wheel, Memory Seats, Air Condition, Electric Windows, Alarm System","Daytime Running Lights, Electric Mirrors, Rim Wheels, Xenon Lights, Front Sensors, LED Lights, Rear Sensors, Sports Package, Keyless Entry, Back Hook, Sunroof, Panoramic Roof, Electrically Folding Mirrors","Bluetooth, Media Screen, Navigation system / maps, Remote Start, ABS Brakes, Forward Collision Alert, Auto Lock System, Blind Spot Alert, Rear Camera, Apple CarPlay, Lane Departure Alert, Traction Control, Android Auto, Tyre Pressure Monitoring, Cruise Control, Voice Control, Radar, Park assist, Hud Projector, Touch Screen, Sport Suspension",22500,7,70 - 89 kWh,More than 500 km
https://jo.opensooq.com/en/search/257898229,2025-02-06 20:17:33,Used,Volkswagen,Golf,E-Golf,2017,"50,000 - 59,999",HatchBack,5,Electric,Automatic,,Navy Blue,Beige,American Specs,Licensed,Comprehensive Insurance,With Customs,Excellent with no defects,Original Paint,Cash Only,Amman,7th Circle,"AUX / USB Input, Leather Seats, Airbags, Air Condition, Electric Seat Control, Steering Wheel Controls, Electric Windows, Center Lock, Heated Seats, CD player","Electric Mirrors, LED Lights, Daytime Running Lights, Spare Tyre, Rim Wheels, Front Sensors, Rear Sensors, Keyless Entry","ABS Brakes, Rear Camera, Apple CarPlay, Traction Control, Android Auto, Cruise Control, Voice Control, Bluetooth, Forward Collision Alert, Touch Screen",15000,4,Less than 50 kWh,200 - 299 km
https://jo.opensooq.com/en/search/258749739,2025-02-06 20:17:39,New,Honda,e:N,e:NS1,2023,0,SUV,5,Electric,Automatic,,Baby Blue,White,Japanese Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,Original Paint,Cash Only,Irbid,Al Thaqafa Circle,"Memory Seats, Sport Seats, Electric Seat Control, Cooled Seats, Steering Wheel Controls, Electric rear seat, Electric Windows, Heated Steering Wheel, Center Lock, Air Condition, Heated Seats, Alarm System, AUX / USB Input, CD player, Airbags, Leather Seats","Front Sensors, Xenon Lights, Spare Tyre, LED Lights, Rear Sensors, Sports Package, Keyless Entry, Back Hook, Sunroof, Panoramic Roof, Daytime Running Lights, Electrically Folding Mirrors, Rim Wheels, Electric Mirrors","Bluetooth, Media Screen, Navigation system / maps, Forward Collision Alert, Auto Lock System, Blind Spot Alert, Rear Camera, Lane Departure Alert, 360° Camera, Apple CarPlay, Tyre Pressure Monitoring, Traction Control, Android Auto, Diff Lock, Cruise Control, Voice Control, Radar, Park assist, Hud Projector, Touch Screen, Sport Suspension",17688,,70 - 89 kWh,More than 500 km
https://jo.opensooq.com/en/search/258749177,2025-02-06 20:17:44,Used,Hyundai,Ioniq,5,2022,"50,000 - 59,999",SUV,5,Electric,Automatic,,White,Grey,Korean Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,Partially repainted,Cash Only,Amman,Jabal Al Naser,"AUX / USB Input, Sport Seats, Airbags, Cooled Seats, Electric Seat Control, Heated Steering Wheel, Steering Wheel Controls, Air Condition, Electric Windows, Alarm System, Center Lock, Heated Seats, Leather Seats","Rear Sensors, Keyless Entry, Electrically Folding Mirrors, Electric Mirrors, Xenon Lights, Daytime Running Lights, LED Lights, Rim Wheels, Back Hook, Front Sensors","Android Auto, Radar, Cruise Control, Voice Control, Touch Screen, Park assist, Bluetooth, Media Screen, Navigation system / maps, Remote Start, ABS Brakes, Sport Suspension, Forward Collision Alert, Auto Lock System, Blind Spot Alert, 360° Camera, Lane Departure Alert, Rear Camera, Apple CarPlay, Tyre Pressure Monitoring, Traction Control",23500,فحص كامل,70 - 89 kWh,More than 500 km
https://jo.opensooq.com/en/search/258412989,2025-02-06 20:17:48,Used,Nissan,Sylphy,SV,2019,"40,000 - 49,999",Sedan,5,Electric,Automatic,,Black,Black,Japanese Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,Original Paint,Cash or Installments,Irbid,Al-Hashmy Street,"AUX / USB Input, Airbags, Steering Wheel Controls, Electric Windows, Center Lock, CD player, Air Condition, Alarm System","Daytime Running Lights, Spare Tyre, Rear Sensors, Electric Mirrors, LED Lights","Bluetooth, Traction Control, Forward Collision Alert, Sport Suspension, Tyre Pressure Monitoring, Navigation system / maps, Touch Screen, Media Screen, Apple CarPlay, ABS Brakes, Android Auto, Auto Lock System, Voice Control, Rear Camera",11900,7,Less than 50 kWh,300 - 399 km
https://jo.opensooq.com/en/search/258748499,2025-02-06 20:18:05,Used,Volkswagen,Golf,E-Golf,2016,"120,000 - 129,999",HatchBack,5,Electric,Automatic,,Navy Blue,Navy Blue,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,Original Paint,Cash Only,Amman,Arjan,"AUX / USB Input, Airbags, Electric Seat Control, Electric Windows, Center Lock, Heated Seats, CD player, Air Condition","Daytime Running Lights, Rim Wheels, Electric Mirrors, LED Lights","Traction Control, Bluetooth, Touch Screen, ABS Brakes, Rear Camera",8900,7,More than 100 kWh,100 - 199 km
https://jo.opensooq.com/en/search/257752613,2025-02-06 20:18:21,Used,Ford,Focus,RS,2015,"140,000 - 149,999",HatchBack,5,Electric,Automatic,,Grey,Beige,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,Original Paint,Cash Only,Amman,Shafa Badran,"Air Condition, AUX / USB Input, Airbags, Electric Seat Control, Steering Wheel Controls, Center Lock, Leather Seats","Daytime Running Lights, Electric Mirrors","Bluetooth, ABS Brakes, Rear Camera",6500,7,Less than 50 kWh,Less than 100 km
https://jo.opensooq.com/en/search/258746753,2025-02-06 20:18:27,Used,Honda,e:N,e:NS1,2023,"20,000 - 29,999",SUV,5,Electric,Automatic,,Black,Black,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,Original Paint,Cash Only,Salt,Al Balqa',"Heated Seats, Leather Seats, AUX / USB Input, Air Condition, Airbags, Alarm System, Electric Seat Control, Steering Wheel Controls, Electric Windows, Center Lock","Electrically Folding Mirrors, Electric Mirrors, Xenon Lights, LED Lights, Daytime Running Lights, Rear Sensors, Keyless Entry, Panoramic Roof","Blind Spot Alert, 360° Camera, Lane Departure Alert, Rear Camera, Tyre Pressure Monitoring, Traction Control, Apple CarPlay, Radar, Cruise Control, Voice Control, Touch Screen, Park assist, Bluetooth, Media Screen, Sport Suspension, Remote Start, ABS Brakes, Navigation system / maps, Forward Collision Alert, Auto Lock System",22000,,Less than 50 kWh,400 - 499 km
https://jo.opensooq.com/en/search/258699813,2025-02-06 20:18:28,Used,Fiat,500,500e,2015,"120,000 - 129,999",Coupe,4,Electric,Automatic,,Orange,White,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,Original Paint,Cash Only,Amman,Dabouq,"Airbags, AUX / USB Input, Air Condition, CD player, Center Lock, Electric Windows",Rim Wheels,"Bluetooth, ABS Brakes",6200,4,50 - 69 kWh,100 - 199 km
https://jo.opensooq.com/en/search/258257487,2025-02-06 20:18:45,Used,Fiat,500,500e,2017,"+200,000",HatchBack,4,Electric,Automatic,,Grey,Black,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,Partially repainted,Cash Only,Amman,5th Circle,"Air Condition, Heated Seats, Electric Windows, Steering Wheel Controls, Sport Seats, CD player, Leather Seats, AUX / USB Input, Airbags, Center Lock, Alarm System","Rim Wheels, Rear Sensors, Electric Mirrors, LED Lights","Android Auto, Media Screen, Bluetooth, Voice Control, Tyre Pressure Monitoring, ABS Brakes, Auto Lock System, Traction Control, Cruise Control, Apple CarPlay, Touch Screen",5500,,50 - 69 kWh,100 - 199 km
https://jo.opensooq.com/en/search/258498041,2025-02-06 20:18:51,Used,Chevrolet,Spark,Base,2015,"110,000 - 119,999",HatchBack,4,Electric,Automatic,,Red,Black,American Specs,Licensed,Compulsory Insurance,With Customs,Good (body only has minor blemishes),Original Paint,Cash Only,Amman,Tla' Ali,"AUX / USB Input, Alarm System, Airbags, Steering Wheel Controls, Electric Windows, Center Lock, Heated Seats, Leather Seats, Air Condition","Daytime Running Lights, Rim Wheels, Electric Mirrors","Touch Screen, Media Screen, ABS Brakes, Auto Lock System, Android Auto, Traction Control, Voice Control, Cruise Control, Bluetooth, Navigation system / maps, Tyre Pressure Monitoring",5500,,Less than 50 kWh,100 - 199 km
https://jo.opensooq.com/en/search/258541931,2025-02-06 20:18:58,Used,Volkswagen,ID 4,ID.4 Crozz Pro,2023,"10,000 - 19,999",SUV,5,Electric,Automatic,,Nardo Grey,Grey,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,Original Paint,Cash or Installments,Zarqa,Al mantika Al Hurra,"AUX / USB Input, Leather Seats, Airbags, Heated Steering Wheel, Electric Seat Control, Air Condition, Steering Wheel Controls, Alarm System, Memory Seats, Electric Windows, Center Lock, Heated Seats","Keyless Entry, Panoramic Roof, Electrically Folding Mirrors, Electric Mirrors, Daytime Running Lights, Xenon Lights, Rim Wheels, LED Lights, Rear Sensors, Front Sensors","Voice Control, Media Screen, Bluetooth, ABS Brakes, Remote Start, Auto Lock System, Forward Collision Alert, Rear Camera, Blind Spot Alert, Traction Control, Lane Departure Alert, Cruise Control, Android Auto, Radar, Navigation system / maps, Apple CarPlay, Touch Screen, Park assist",24800,,70 - 89 kWh,More than 500 km
https://jo.opensooq.com/en/search/258253779,2025-02-06 20:19:01,Used,Ford,Focus,Titanium,2017,"120,000 - 129,999",HatchBack,5,Electric,Automatic,,Grey,Beige,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,Partially repainted,Cash Only,Amman,Abu Nsair,"AUX / USB Input, Leather Seats, Airbags, Sport Seats, Electric Seat Control, Air Condition, Steering Wheel Controls, Alarm System, Electric Windows, Center Lock, Heated Seats, CD player","Electric Mirrors, Xenon Lights, LED Lights, Back Hook, Daytime Running Lights, Rim Wheels, Rear Sensors, Keyless Entry","Remote Start, Cruise Control, Blind Spot Alert, Park assist, Tyre Pressure Monitoring, Navigation system / maps, Touch Screen, Apple CarPlay, ABS Brakes, Android Auto, Auto Lock System, Voice Control, Rear Camera, Bluetooth, Traction Control",10900,فحص كامل,50 - 69 kWh,200 - 299 km
https://jo.opensooq.com/en/search/258741839,2025-02-06 20:19:17,Used,Mercedes Benz,EQS-Class,EQS 450+,2023,"50,000 - 59,999",Sedan,5,Electric,Automatic,,Grey,Black,American Specs,Licensed,Compulsory Insurance,With Customs,Other,Other,Cash or Installments,Amman,Mecca Street,"AUX / USB Input, Leather Seats, Airbags, Cooled Seats, Electric Seat Control, Air Condition, Steering Wheel Controls, Memory Seats, Electric Windows, Center Lock, Heated Seats","Keyless Entry, Panoramic Roof, Electrically Folding Mirrors, Daytime Running Lights, Electric Mirrors, Spare Tyre, Xenon Lights, Rim Wheels, LED Lights, Front Sensors, Rear Sensors","Voice Control, 360° Camera, Bluetooth, Traction Control, Forward Collision Alert, Cruise Control, Blind Spot Alert, Navigation system / maps, Lane Departure Alert, Touch Screen, Apple CarPlay, Media Screen, Android Auto, ABS Brakes",80666,,More than 100 kWh,More than 500 km
https://jo.opensooq.com/en/search/258697355,2025-02-06 20:19:37,Used,Honda,e:N,e:NS1,2022,"30,000 - 39,999",SUV,5,Electric,Automatic,,Baby Blue,White,Japanese Specs,Licensed,Comprehensive Insurance,With Customs,Good (body only has minor blemishes),Partially repainted,Cash Only,Amman,Sahab,"Heated Seats, Leather Seats, AUX / USB Input, Sport Seats, Airbags, Cooled Seats, Electric Seat Control, Heated Steering Wheel, Steering Wheel Controls, Air Condition, Electric Windows, Center Lock","Front Sensors, Sports Package, Rear Sensors, Back Hook, Keyless Entry, Electrically Folding Mirrors, Panoramic Roof, Electric Mirrors, Daytime Running Lights, Xenon Lights, Rim Wheels, LED Lights","ABS Brakes, Forward Collision Alert, Park assist, Media Screen, Remote Start, Sport Suspension, Touch Screen, Bluetooth, Cruise Control, Radar, Navigation system / maps, Traction Control, Diff Lock, Rear Camera, Tyre Pressure Monitoring, 360° Camera, Lane Departure Alert, Auto Lock System, Blind Spot Alert",19000,,50 - 69 kWh,400 - 499 km
https://jo.opensooq.com/en/search/258744193,2025-02-06 21:19:31,Used,Chevrolet,Spark,Spark,2016,"10,000 - 19,999",HatchBack,5,Electric,Automatic,,White,White,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,Total repaint,Cash Only,Zarqa,Hay AlAmeer Abullah,"Air Condition, Center Lock, Heated Steering Wheel, Electric Windows, Electric rear seat, Memory Seats, Cooled Seats, Steering Wheel Controls, Sport Seats, Electric Seat Control, Leather Seats, Airbags, CD player, AUX / USB Input, Alarm System, Heated Seats","Rim Wheels, Back Hook, Spare Tyre, Daytime Running Lights, Electrically Folding Mirrors, LED Lights, Electric Mirrors, Xenon Lights, Rear Sensors, Sports Package",Hud Projector,7325,2,50 - 69 kWh,Less than 100 km
https://jo.opensooq.com/en/search/257446159,2025-02-06 21:19:59,Used,Kia,EV6,Wind RWD,2022,"50,000 - 59,999",Sedan,5,Electric,Automatic,,White,Black,Korean Specs,Licensed,Compulsory Insurance,With Customs,Good (body only has minor blemishes),Partially repainted,Cash Only,Amman,Khalda,"Center Lock, Alarm System, Heated Seats, AUX / USB Input, CD player, Airbags, Leather Seats, Electric Seat Control, Sport Seats, Steering Wheel Controls, Cooled Seats, Memory Seats, Heated Steering Wheel, Electric Windows, Air Condition","Xenon Lights, Daytime Running Lights, LED Lights, Rim Wheels, Front Sensors, Rear Sensors, Keyless Entry, Electrically Folding Mirrors, Electric Mirrors","Blind Spot Alert, 360° Camera, Lane Departure Alert, Rear Camera, Apple CarPlay, Tyre Pressure Monitoring, Traction Control, Android Auto, Radar, Cruise Control, Voice Control, Touch Screen, Park assist, Bluetooth, Media Screen, Navigation system / maps, Remote Start, ABS Brakes, Forward Collision Alert, Auto Lock System",25000,فحص كامل,70 - 89 kWh,400 - 499 km
https://jo.opensooq.com/en/search/258742381,2025-02-06 21:20:13,Used,Mercedes Benz,EQB-Class,EQB 250,2023,"1,000 - 9,999",SUV,5,Electric,Automatic,,Blue,Black,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,Original Paint,Cash or Installments,Amman,Sports City,"AUX / USB Input, Leather Seats, Airbags, Sport Seats, Electric Seat Control, Air Condition, Steering Wheel Controls, Alarm System, Memory Seats, Electric Windows, Center Lock, Heated Seats","Keyless Entry, Electrically Folding Mirrors, Electric Mirrors, Xenon Lights, Daytime Running Lights, LED Lights, Rim Wheels, Sports Package, Front Sensors, Back Hook, Rear Sensors","Android Auto, Radar, Park assist, Voice Control, Touch Screen, Sport Suspension, Bluetooth, Media Screen, Navigation system / maps, Remote Start, ABS Brakes, Forward Collision Alert, Auto Lock System, Blind Spot Alert, Rear Camera, Lane Departure Alert, Traction Control, Apple CarPlay, Tyre Pressure Monitoring, Cruise Control",34200,فحص كامل,50 - 69 kWh,400 - 499 km
https://jo.opensooq.com/en/search/257297297,2025-02-06 21:20:18,Used,Tesla,Model 3,Long Range,2022,"70,000 - 79,999",Sedan,5,Electric,Automatic,,White,Black,American Specs,Licensed,Compulsory Insurance,With Customs,Good (body only has minor blemishes),Partially repainted,Cash Only,Amman,Swelieh,"AUX / USB Input, Leather Seats, Airbags, Sport Seats, Electric Seat Control, Heated Steering Wheel, Steering Wheel Controls, Air Condition, Memory Seats, Alarm System, Electric Windows, Center Lock, Heated Seats","Rear Sensors, Sports Package, Keyless Entry, Sunroof, Panoramic Roof, Electrically Folding Mirrors, Daytime Running Lights, Electric Mirrors, Rim Wheels, Xenon Lights, Front Sensors, LED Lights","Diff Lock, Traction Control, Voice Control, Radar, Cruise Control, Bluetooth, Touch Screen, Park assist, Remote Start, Media Screen, Sport Suspension, Forward Collision Alert, ABS Brakes, Navigation system / maps, Blind Spot Alert, Auto Lock System, Lane Departure Alert, 360° Camera, Tyre Pressure Monitoring, Rear Camera",24500,,70 - 89 kWh,More than 500 km
https://jo.opensooq.com/en/search/258492307,2025-02-06 21:20:30,Used,Ford,Mustang,GT,2021,"40,000 - 49,999",HatchBack,5,Electric,Automatic,,Black,Black,European Specs,Not Licensed,Not Insured,Without Customs,Other,Other,Cash or Installments,Zarqa,Al mantika Al Hurra,"AUX / USB Input, Leather Seats, Airbags, Sport Seats, Electric Seat Control, Cooled Seats, Steering Wheel Controls, Electric rear seat, Memory Seats, Heated Steering Wheel, Electric Windows, Air Condition, Center Lock, Alarm System, Heated Seats","Daytime Running Lights, Sports Package, Rim Wheels, Back Hook, Front Sensors, Rear Sensors, Keyless Entry, Electric Mirrors, Xenon Lights, Spare Tyre, LED Lights","Blind Spot Alert, Auto Lock System, Lane Departure Alert, 360° Camera, Apple CarPlay, Tyre Pressure Monitoring, Rear Camera, Android Auto, Diff Lock, Traction Control, Voice Control, Radar, Cruise Control, Bluetooth, Touch Screen, Park assist, Remote Start, Media Screen, Sport Suspension, Forward Collision Alert, ABS Brakes, Navigation system / maps",21000,,70 - 89 kWh,300 - 399 km
https://jo.opensooq.com/en/search/258492497,2025-02-06 21:20:31,Used,MG,MG ZS EV,MG ZS EV,2021,"20,000 - 29,999",SUV,5,Electric,Automatic,,White,Black,European Specs,Licensed,Compulsory Insurance,With Customs,Other,Other,Cash or Installments,Zarqa,Al mantika Al Hurra,"Steering Wheel Controls, Leather Seats, AUX / USB Input, CD player, Airbags, Heated Seats, Electric Seat Control, Air Condition, Center Lock, Alarm System, Electric Windows, Memory Seats","Rim Wheels, LED Lights, Front Sensors, Back Hook, Panoramic Roof, Xenon Lights, Sunroof, Keyless Entry, Rear Sensors, Daytime Running Lights, Electric Mirrors, Spare Tyre, Electrically Folding Mirrors","Blind Spot Alert, Auto Lock System, Apple CarPlay, Lane Departure Alert, Cruise Control, Android Auto, Diff Lock, Traction Control, Voice Control, Radar, Park assist, Bluetooth, Touch Screen, Navigation system / maps, Forward Collision Alert, Rear Camera, Sport Suspension, Remote Start, Media Screen, Tyre Pressure Monitoring, ABS Brakes",15000,3,50 - 69 kWh,300 - 399 km
https://jo.opensooq.com/en/search/258096739,2025-02-06 21:20:49,Used,Changan,Eado,EV460,2022,"80,000 - 89,999",SUV,5,Electric,Automatic,,White,Black,Korean Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,Original Paint,Cash Only,Irbid,Al Hay Al Sharqy,"AUX / USB Input, Airbags, Electric Windows, Center Lock, Heated Seats, Leather Seats, Air Condition, Alarm System","Daytime Running Lights, Rim Wheels, Rear Sensors, Keyless Entry, Electric Mirrors, Xenon Lights, LED Lights","Bluetooth, Traction Control, Radar, Cruise Control, Touch Screen, Park assist, Media Screen, Navigation system / maps, ABS Brakes, 360° Camera, Auto Lock System, Voice Control, Rear Camera",11850,7,50 - 69 kWh,400 - 499 km
https://jo.opensooq.com/en/search/258491119,2025-02-06 21:20:54,Used,Volkswagen,ID 6,ID.6 Crozz Pro,2022,"10,000 - 19,999",SUV,7,Electric,Automatic,,Navy Blue,Nardo Grey,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,Original Paint,Cash Only,Amman,Jabal Al Hussain,"AUX / USB Input, Leather Seats, Airbags, Electric rear seat, Electric Seat Control, Heated Steering Wheel, Steering Wheel Controls, Air Condition, Memory Seats, Alarm System, Electric Windows, Center Lock, Heated Seats","Rear Sensors, Keyless Entry, Sunroof, Electrically Folding Mirrors, Electric Mirrors, Daytime Running Lights, Xenon Lights, Rim Wheels, LED Lights, Front Sensors, Back Hook","Android Auto, Touch Screen, Park assist, Hud Projector, Media Screen, Navigation system / maps, Bluetooth, ABS Brakes, Forward Collision Alert, Auto Lock System, Blind Spot Alert, 360° Camera, Lane Departure Alert, Rear Camera, Tyre Pressure Monitoring, Traction Control, Radar, Cruise Control",28000,,70 - 89 kWh,More than 500 km
https://jo.opensooq.com/en/search/258740023,2025-02-06 21:21:05,Used,Nissan,Leaf,SV,2018,"90,000 - 99,999",HatchBack,4,Electric,Automatic,,Silver,Black,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,Partially repainted,Cash Only,Amman,Jubaiha,"Heated Steering Wheel, Air Condition, AUX / USB Input, Alarm System, Airbags, Electric Windows, Center Lock, Heated Seats, CD player","Daytime Running Lights, Rear Sensors, Electric Mirrors, Xenon Lights, LED Lights","Forward Collision Alert, Cruise Control, Blind Spot Alert, Navigation system / maps, Tyre Pressure Monitoring, Media Screen, ABS Brakes, Auto Lock System, Rear Camera, Bluetooth, Traction Control",12000,,Less than 50 kWh,100 - 199 km
https://jo.opensooq.com/en/search/258489827,2025-02-06 21:21:20,Used,Neta,U,Pro 400,2022,"70,000 - 79,999",SUV,5,Electric,Automatic,,White,Black,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,Original Paint,Cash Only,Amman,8th Circle,"AUX / USB Input, Air Condition, Airbags, Alarm System, Electric Seat Control, Steering Wheel Controls, Electric Windows, Center Lock, Leather Seats, Sport Seats","Xenon Lights, LED Lights, Daytime Running Lights, Sports Package, Front Sensors, Rim Wheels, Rear Sensors, Keyless Entry, Electric Mirrors","Forward Collision Alert, Auto Lock System, Blind Spot Alert, 360° Camera, Lane Departure Alert, Rear Camera, Apple CarPlay, Tyre Pressure Monitoring, Traction Control, Android Auto, Touch Screen, Cruise Control, Voice Control, Radar, Park assist, Bluetooth, Media Screen, Sport Suspension, Remote Start, ABS Brakes, Navigation system / maps",15000,فحص كامل,50 - 69 kWh,400 - 499 km
https://jo.opensooq.com/en/search/258440605,2025-02-06 21:21:31,Used,Toyota,bZ,bZ3X,2023,"20,000 - 29,999",Sedan,5,Electric,Automatic,,Grey,Black,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,Original Paint,Cash Only,Amman,Jubaiha,"AUX / USB Input, Leather Seats, Airbags, Sport Seats, Electric Seat Control, Air Condition, Steering Wheel Controls, Alarm System, Electric Windows, Center Lock, Heated Seats, CD player","Keyless Entry, Back Hook, Sunroof, Panoramic Roof, Electrically Folding Mirrors, Daytime Running Lights, Electric Mirrors, Rim Wheels, Xenon Lights, Front Sensors, LED Lights, Rear Sensors, Sports Package","Lane Departure Alert, Traction Control, Apple CarPlay, Tyre Pressure Monitoring, Cruise Control, Android Auto, Radar, Park assist, Voice Control, Touch Screen, Sport Suspension, Bluetooth, Media Screen, Navigation system / maps, Remote Start, ABS Brakes, Forward Collision Alert, Auto Lock System, Blind Spot Alert, Rear Camera",19400,فحص كامل,50 - 69 kWh,More than 500 km
https://jo.opensooq.com/en/search/258539839,2025-02-06 21:21:37,Used,Hyundai,Ioniq,6,2023,"10,000 - 19,999",Sedan,5,Electric,Automatic,,Silver,Nardo Grey,American Specs,Licensed,Compulsory Insurance,With Customs,Good (body only has minor blemishes),Partially repainted,Cash Only,Zarqa,Al mantika Al Hurra,"AUX / USB Input, Sport Seats, Airbags, Air Condition, Electric Seat Control, Alarm System, Steering Wheel Controls, Electric Windows, Center Lock, Heated Seats, CD player","Keyless Entry, Electrically Folding Mirrors, Electric Mirrors, Daytime Running Lights, Xenon Lights, Spare Tyre, LED Lights, Rim Wheels, Front Sensors, Rear Sensors","Bluetooth, Media Screen, Remote Start, ABS Brakes, Forward Collision Alert, Rear Camera, Blind Spot Alert, Traction Control, Lane Departure Alert, Cruise Control, Apple CarPlay, Tyre Pressure Monitoring, Park assist, Android Auto, Radar, Navigation system / maps, Voice Control, Touch Screen",23000,4,70 - 89 kWh,More than 500 km
https://jo.opensooq.com/en/search/258635861,2025-02-06 21:21:52,New,Lexus,UX,UX 300h,2022,0,SUV,5,Electric,Automatic,,Bronze,Orange,Japanese Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,Original Paint,Cash or Installments,Amman,Wadi Saqra,"Cooled Seats, Airbags, Heated Seats, Center Lock, Leather Seats, Electric Seat Control, Memory Seats, Steering Wheel Controls, Air Condition, Heated Steering Wheel, Electric Windows, AUX / USB Input","Sunroof, Rear Sensors, Rim Wheels, Front Sensors, Spare Tyre, Sports Package, Daytime Running Lights, Electric Mirrors, LED Lights, Electrically Folding Mirrors, Keyless Entry, Xenon Lights","Traction Control, Apple CarPlay, Cruise Control, ABS Brakes, Media Screen, Rear Camera, Lane Departure Alert, Voice Control, Navigation system / maps, Bluetooth, Touch Screen",28700,,50 - 69 kWh,300 - 399 km
https://jo.opensooq.com/en/search/258635813,2025-02-06 21:21:53,New,BYD,Song L,Song L,2024,0,SUV,5,Electric,Automatic,,Grey,Orange,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,Original Paint,Cash or Installments,Amman,Wadi Saqra,"Steering Wheel Controls, Heated Steering Wheel, Memory Seats, Electric Windows, Center Lock, Heated Seats, AUX / USB Input, Leather Seats, Airbags, Cooled Seats, Electric Seat Control, Air Condition","Electrically Folding Mirrors, Daytime Running Lights, Electric Mirrors, Spare Tyre, Xenon Lights, Rim Wheels, LED Lights, Front Sensors, Sports Package, Rear Sensors, Keyless Entry, Panoramic Roof","Forward Collision Alert, Cruise Control, Blind Spot Alert, Navigation system / maps, Lane Departure Alert, Touch Screen, Media Screen, Apple CarPlay, ABS Brakes, Voice Control, 360° Camera, Bluetooth, Traction Control",36000,,70 - 89 kWh,More than 500 km
