URL,Scraped_Time,Condition,Car Make,Model,Trim,Year,Kilometers,Body Type,Number of Seats,Fuel,Transmission,Engine Size (cc),Exterior Color,Interior Color,Regional Specs,Car License,Insurance,Car Customs,Body Condition,Paint,Payment Method,City,Neighborhood,Interior Options,Exterior Options,Technology Options,Price,Description_Score,Battery Capacity,Battery Range
https://jo.opensooq.com/en/search/258504735,2025-02-06 23:40:50,Used,Bestune,E05,E05,2024,"10,000 - 19,999",SUV,5,Electric,Automatic,,Nardo Grey,Black,Other Specs,Licensed,Comprehensive Insurance,With Customs,Excellent with no defects,Original Paint,Cash Only,Zarqa,Al Zarqa Al Jadeedeh,"Airbags, Electric Seat Control, Electric Windows, Center Lock, Heated Seats, Sport Seats, Air Condition, AUX / USB Input, Alarm System","Daytime Running Lights, Rear Sensors, Electrically Folding Mirrors, Xenon Lights","Auto Lock System, Rear Camera, Android Auto, Apple CarPlay, Bluetooth, Touch Screen",16000,,50 - 69 kWh,400 - 499 km
https://jo.opensooq.com/en/search/258553899,2025-02-06 23:41:01,Used,Fiat,500,500e,2017,"110,000 - 119,999",Coupe,4,Electric,Automatic,,Petrol,Black,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,Total repaint,Cash Only,Amman,Swelieh,"AUX / USB Input, Sport Seats, Airbags, Air Condition, Electric Seat Control, Alarm System, Steering Wheel Controls, Electric Windows, Center Lock, Heated Seats, Leather Seats","Electric Mirrors, Xenon Lights, LED Lights, Daytime Running Lights, Sports Package, Rim Wheels, Back Hook, Front Sensors, Rear Sensors, Electrically Folding Mirrors","Touch Screen, ABS Brakes, Rear Camera, Cruise Control, Navigation system / maps, Android Auto, Bluetooth, Tyre Pressure Monitoring",6400,فحص كامل,50 - 69 kWh,100 - 199 km
https://jo.opensooq.com/en/search/258552947,2025-02-06 23:41:16,Used,Kia,EV6,Wind RWD,2024,"1,000 - 9,999",HatchBack,5,Electric,Automatic,,Navy Blue,Black,American Specs,Licensed,Compulsory Insurance,With Customs,Other,Other,Cash Only,Amman,Al Rabiah,"AUX / USB Input, Leather Seats, Airbags, Air Condition, Electric Seat Control, Alarm System, Steering Wheel Controls, Memory Seats, Electric Windows, Center Lock, Heated Seats","Electric Mirrors, Xenon Lights, LED Lights, Daytime Running Lights, Rim Wheels, Rear Sensors, Keyless Entry, Electrically Folding Mirrors","Blind Spot Alert, Cruise Control, Tyre Pressure Monitoring, Park assist, Lane Departure Alert, Navigation system / maps, Android Auto, Touch Screen, Apple CarPlay, Media Screen, Voice Control, ABS Brakes, Bluetooth, Auto Lock System, Forward Collision Alert, Rear Camera",26800,فحص كامل,70 - 89 kWh,More than 500 km
https://jo.opensooq.com/en/search/258550241,2025-02-06 23:41:45,Used,Toyota,bZ,bZ4X,2022,"1,000 - 9,999",SUV,5,Electric,Automatic,,White,Grey,Japanese Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,Original Paint,Cash or Installments,Amman,Shmaisani,"AUX / USB Input, Airbags, Steering Wheel Controls, Electric Windows, Center Lock, Leather Seats, Air Condition","Spare Tyre, Rim Wheels, Keyless Entry, Electrically Folding Mirrors, Electric Mirrors, Xenon Lights, LED Lights, Daytime Running Lights, Sports Package","Apple CarPlay, ABS Brakes, Voice Control, Auto Lock System, Bluetooth, Rear Camera, Forward Collision Alert, Traction Control, Lane Departure Alert, Cruise Control, Radar, Navigation system / maps, Touch Screen, Media Screen",24000,,50 - 69 kWh,More than 500 km
https://jo.opensooq.com/en/search/258550021,2025-02-06 23:41:48,Used,Changan,Eado,PHEV,2021,"100,000 - 109,999",Sedan,5,Electric,Automatic,,White,Black,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,Original Paint,Cash Only,Irbid,Isharet Al Darawshe,AUX / USB Input,Daytime Running Lights,Apple CarPlay,11999,فحص كامل,Less than 50 kWh,300 - 399 km
https://jo.opensooq.com/en/search/258549629,2025-02-06 23:41:50,Used,Volkswagen,ID 4,ID.4 Crozz Pro,2023,"10,000 - 19,999",SUV,5,Electric,Automatic,,Nardo Grey,Black,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,Original Paint,Cash or Installments,Amman,Sports City,"Memory Seats, Heated Steering Wheel, Heated Seats, Alarm System, Center Lock, Air Condition, AUX / USB Input, CD player, Airbags, Leather Seats, Electric Seat Control, Sport Seats, Steering Wheel Controls, Cooled Seats, Electric Windows, Electric rear seat","Rear Sensors, Back Hook, Panoramic Roof, Sunroof, Daytime Running Lights, Electrically Folding Mirrors, Spare Tyre, Electric Mirrors, Rim Wheels, Xenon Lights, Front Sensors, LED Lights, Keyless Entry, Sports Package","Apple CarPlay, Blind Spot Alert, Auto Lock System, Android Auto, Tyre Pressure Monitoring, Rear Camera, Voice Control, Diff Lock, Traction Control, Hud Projector, Radar, Cruise Control, Remote Start, Touch Screen, Park assist, Bluetooth, Media Screen, Navigation system / maps, Forward Collision Alert, ABS Brakes, Sport Suspension, Lane Departure Alert, 360° Camera",25900,,70 - 89 kWh,More than 500 km
https://jo.opensooq.com/en/search/258549083,2025-02-06 23:41:53,Used,Tesla,Model 3,Standard,2023,"10,000 - 19,999",Sedan,5,Electric,Automatic,,Black,Black,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,Original Paint,Cash Only,Zarqa,Al mantika Al Hurra,"Center Lock, Heated Seats, AUX / USB Input, Leather Seats, Airbags, Sport Seats, Electric Seat Control, Heated Steering Wheel, Steering Wheel Controls, Air Condition, Memory Seats, Alarm System, Electric Windows","Rim Wheels, Sports Package, Front Sensors, Back Hook, Rear Sensors, LED Lights, Keyless Entry, Panoramic Roof, Electrically Folding Mirrors, Electric Mirrors, Daytime Running Lights, Xenon Lights","Tyre Pressure Monitoring, Traction Control, Radar, Cruise Control, Touch Screen, Park assist, Bluetooth, Media Screen, Sport Suspension, Remote Start, ABS Brakes, Navigation system / maps, Forward Collision Alert, Auto Lock System, Blind Spot Alert, 360° Camera, Lane Departure Alert, Rear Camera",22400,فحص كامل,50 - 69 kWh,400 - 499 km
https://jo.opensooq.com/en/search/258258775,2025-02-06 23:41:54,Used,Kia,Niro EV,Wave,2022,"140,000 - 149,999",SUV,5,Electric,Automatic,,Nardo Grey,Grey,Korean Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,Original Paint,Cash or Installments,Zarqa,Al mantika Al Hurra,"AUX / USB Input, Cooled Seats, Airbags, Heated Steering Wheel, Electric Seat Control, Air Condition, Steering Wheel Controls, Alarm System, Electric Windows, Center Lock, Heated Seats, Leather Seats","Sunroof, Electrically Folding Mirrors, Electric Mirrors, LED Lights, Daytime Running Lights, Back Hook, Rim Wheels, Rear Sensors, Keyless Entry","Bluetooth, Media Screen, Forward Collision Alert, ABS Brakes, Blind Spot Alert, Auto Lock System, Lane Departure Alert, Rear Camera, Tyre Pressure Monitoring, Traction Control, Apple CarPlay, Diff Lock, Cruise Control, Android Auto, Radar, Navigation system / maps, Voice Control, Touch Screen",14104,فحص كامل,50 - 69 kWh,More than 500 km
https://jo.opensooq.com/en/search/258549381,2025-02-06 23:41:58,New,Tesla,Model 3,Performance,2023,1 - 999,Sedan,5,Electric,Automatic,,Navy Blue,Black,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,Original Paint,Cash Only,Amman,Daheit Al Yasmeen,"AUX / USB Input, Leather Seats, Airbags, Sport Seats, Electric Seat Control, Electric rear seat, Steering Wheel Controls, Heated Steering Wheel, Memory Seats, Air Condition, Electric Windows, Alarm System, Center Lock, Heated Seats","Front Sensors, Sports Package, Rear Sensors, Back Hook, Keyless Entry, Panoramic Roof, Electrically Folding Mirrors, Electric Mirrors, Daytime Running Lights, Xenon Lights, Rim Wheels, LED Lights","Lane Departure Alert, Rear Camera, Apple CarPlay, Tyre Pressure Monitoring, Traction Control, Android Auto, Radar, Cruise Control, Voice Control, Touch Screen, Park assist, Bluetooth, Media Screen, Sport Suspension, Remote Start, ABS Brakes, Navigation system / maps, Forward Collision Alert, Auto Lock System, Blind Spot Alert, 360° Camera",27500,فحص كامل,90 - 99 kWh,More than 500 km
https://jo.opensooq.com/en/search/258549285,2025-02-06 23:41:58,Used,Hyundai,Ioniq,Standard,2017,"90,000 - 99,999",HatchBack,5,Electric,Automatic,,White,Beige,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,Original Paint,Cash Only,Amman,Arjan,"AUX / USB Input, Sport Seats, Airbags, Heated Steering Wheel, Steering Wheel Controls, Air Condition, Electric Windows, Alarm System, Center Lock, Heated Seats, CD player, Leather Seats","Sunroof, Electrically Folding Mirrors, Electric Mirrors, Xenon Lights, Daytime Running Lights, LED Lights, Front Sensors, Rear Sensors, Keyless Entry","Blind Spot Alert, Auto Lock System, Lane Departure Alert, Rear Camera, Tyre Pressure Monitoring, Traction Control, Diff Lock, Cruise Control, Radar, Navigation system / maps, Bluetooth, Touch Screen, Remote Start, Media Screen, Forward Collision Alert, ABS Brakes",13200,فحص كامل,50 - 69 kWh,200 - 299 km
https://jo.opensooq.com/en/search/258549263,2025-02-06 23:42:01,New,JMEV,EV3,EV3,2022,1 - 999,HatchBack,4,Electric,Automatic,,Red,Black,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,Original Paint,Cash Only,Zarqa,Al Autostrad,"Center Lock, Air Condition, Alarm System, Airbags, Electric Windows, AUX / USB Input","Rim Wheels, Daytime Running Lights, Front Sensors, Rear Sensors, Keyless Entry, Electric Mirrors","Rear Camera, Bluetooth, Traction Control, Tyre Pressure Monitoring, Diff Lock, Touch Screen, Media Screen, ABS Brakes, Auto Lock System",8500,,Less than 50 kWh,200 - 299 km
https://jo.opensooq.com/en/search/257595053,2025-02-06 23:42:02,Used,Hyundai,Kona,Premium,2019,"60,000 - 69,999",SUV,5,Electric,Automatic,,Black,Grey,Korean Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,Original Paint,Cash or Installments,Amman,Al Gardens,"AUX / USB Input, Cooled Seats, Airbags, Heated Steering Wheel, Electric Seat Control, Air Condition, Steering Wheel Controls, Alarm System, Electric Windows, Center Lock, Heated Seats, Leather Seats","Keyless Entry, Sunroof, Electrically Folding Mirrors, Electric Mirrors, Daytime Running Lights, Xenon Lights, Rim Wheels, LED Lights, Front Sensors, Back Hook, Rear Sensors","Android Auto, Radar, Voice Control, Touch Screen, Hud Projector, Diff Lock, Bluetooth, Forward Collision Alert, Blind Spot Alert, Lane Departure Alert, Apple CarPlay, Tyre Pressure Monitoring",13420,فحص كامل,50 - 69 kWh,More than 500 km
https://jo.opensooq.com/en/search/258549005,2025-02-06 23:42:04,Used,Ford,Focus,Standard,2014,"180,000 - 189,999",Sedan,5,Electric,Automatic,,White,Beige,American Specs,Licensed,Compulsory Insurance,With Customs,Fair (body needs work),Original Paint,Cash Only,Amman,Daheit Al Rasheed,"Airbags, Steering Wheel Controls, Electric Seat Control, Electric Windows, Center Lock, Heated Seats, Air Condition, AUX / USB Input","Daytime Running Lights, Rear Sensors, Keyless Entry, Electric Mirrors, Xenon Lights","Media Screen, Rear Camera, Traction Control, Cruise Control, Touch Screen, Bluetooth",5800,3,Less than 50 kWh,Less than 100 km
https://jo.opensooq.com/en/search/258542439,2025-02-06 23:42:27,Used,Tesla,Model X,Long Range,2017,"80,000 - 89,999",SUV,6,Electric,Automatic,,Grey,Black,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,Original Paint,Cash Only,Amman,Al Muqabalain,"AUX / USB Input, CD player, Airbags, Leather Seats, Electric Seat Control, Sport Seats, Steering Wheel Controls, Cooled Seats, Memory Seats, Electric rear seat, Electric Windows, Heated Steering Wheel, Center Lock, Air Condition, Heated Seats, Alarm System","Daytime Running Lights, Electric Mirrors, Spare Tyre, Xenon Lights, Rim Wheels, LED Lights, Front Sensors, Sports Package, Rear Sensors, Back Hook, Keyless Entry, Panoramic Roof, Electrically Folding Mirrors","Hud Projector, Radar, Cruise Control, Bluetooth, Touch Screen, Park assist, Remote Start, Media Screen, Sport Suspension, Forward Collision Alert, ABS Brakes, Navigation system / maps, Blind Spot Alert, Auto Lock System, Apple CarPlay, Lane Departure Alert, 360° Camera, Android Auto, Tyre Pressure Monitoring, Rear Camera, Voice Control, Diff Lock, Traction Control",30000,فحص كامل,More than 100 kWh,More than 500 km
https://jo.opensooq.com/en/search/258546339,2025-02-06 23:42:33,Used,Hyundai,Ioniq,Standard,2018,"80,000 - 89,999",Sedan,5,Electric,Automatic,,White,Silver,Korean Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,Original Paint,Cash or Installments,Amman,Tabarboor,"AUX / USB Input, Heated Steering Wheel, Airbags, Air Condition, Steering Wheel Controls, Alarm System, Electric Windows, Center Lock, Heated Seats, CD player, Leather Seats","Electric Mirrors, Xenon Lights, LED Lights, Daytime Running Lights, Back Hook, Rim Wheels, Rear Sensors, Keyless Entry, Electrically Folding Mirrors","Tyre Pressure Monitoring, Sport Suspension, Touch Screen, Navigation system / maps, Media Screen, Cruise Control, ABS Brakes, Apple CarPlay, Auto Lock System, Android Auto, Rear Camera, Voice Control, Traction Control, Bluetooth, Park assist",12800,7,Less than 50 kWh,200 - 299 km
https://jo.opensooq.com/en/search/258546223,2025-02-06 23:42:35,Used,Tesla,Model 3,Standard Plus,2021,"40,000 - 49,999",Sedan,5,Electric,Automatic,,White,Black,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,Original Paint,Cash Only,Amman,Tabarboor,"AUX / USB Input, Leather Seats, Airbags, Sport Seats, Electric Seat Control, Heated Steering Wheel, Steering Wheel Controls, Air Condition, Memory Seats, Alarm System, Electric Windows, Center Lock, Heated Seats","Rear Sensors, Keyless Entry, Panoramic Roof, Electrically Folding Mirrors, Electric Mirrors, Daytime Running Lights, Xenon Lights, Rim Wheels, LED Lights, Front Sensors, Sports Package","Apple CarPlay, Radar, Cruise Control, Android Auto, Touch Screen, Park assist, Voice Control, Media Screen, Sport Suspension, Bluetooth, ABS Brakes, Navigation system / maps, Remote Start, Auto Lock System, Forward Collision Alert, 360° Camera, Lane Departure Alert, Rear Camera, Tyre Pressure Monitoring, Traction Control",19200,فحص كامل,70 - 89 kWh,400 - 499 km
https://jo.opensooq.com/en/search/258546009,2025-02-06 23:42:36,Used,Ford,Mach-E,Premium,2023,"40,000 - 49,999",SUV,4,Electric,Automatic,,Blue,Black,American Specs,Licensed,Compulsory Insurance,With Customs,Other,Original Paint,Cash Only,Zarqa,Al mantika Al Hurra,"AUX / USB Input, Leather Seats, Airbags, Sport Seats, Electric Seat Control, Cooled Seats, Steering Wheel Controls, Electric rear seat, Memory Seats, Heated Steering Wheel, Electric Windows, Air Condition, Heated Seats, Alarm System, Center Lock","Rim Wheels, LED Lights, Front Sensors, Sports Package, Rear Sensors, Back Hook, Keyless Entry, Panoramic Roof, Electrically Folding Mirrors, Electric Mirrors, Daytime Running Lights, Xenon Lights","Forward Collision Alert, Media Screen, Blind Spot Alert, ABS Brakes, Remote Start, Auto Lock System, Apple CarPlay, Lane Departure Alert, 360° Camera, Android Auto, Tyre Pressure Monitoring, Rear Camera, Voice Control, Diff Lock, Traction Control, Hud Projector, Radar, Bluetooth, Touch Screen",27500,,70 - 89 kWh,More than 500 km
https://jo.opensooq.com/en/search/258545537,2025-02-06 23:42:38,Used,Volkswagen,ID 4,ID.4 Crozz Pro,2022,"70,000 - 79,999",SUV,4,Electric,Automatic,,Nardo Grey,Nardo Grey,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,Original Paint,Cash Only,Zarqa,Al mantika Al Hurra,"AUX / USB Input, Air Condition, Airbags, Electric Seat Control, Steering Wheel Controls, Memory Seats, Electric Windows, Center Lock, Leather Seats","Electric Mirrors, Daytime Running Lights, Xenon Lights, Rim Wheels, LED Lights, Front Sensors, Rear Sensors, Keyless Entry, Panoramic Roof, Electrically Folding Mirrors","Tyre Pressure Monitoring, Park assist, Radar, Navigation system / maps, Touch Screen, Apple CarPlay, Media Screen, Bluetooth, Rear Camera, Forward Collision Alert, Cruise Control, Blind Spot Alert, Traction Control, Lane Departure Alert, Sport Suspension",22500,فحص كامل,70 - 89 kWh,More than 500 km
https://jo.opensooq.com/en/search/258495843,2025-02-06 23:42:40,Used,Hyundai,Kona,Standard,2022,"70,000 - 79,999",SUV,5,Electric,Automatic,,Blue,Black,European Specs,Licensed,Compulsory Insurance,With Customs,Good (body only has minor blemishes),Original Paint,Cash Only,Salt,Ein Al-Basha,"AUX / USB Input, Airbags, Steering Wheel Controls, Electric Windows, Air Condition","Rim Wheels, Front Sensors, Rear Sensors, Keyless Entry, Sunroof, Electrically Folding Mirrors, Electric Mirrors, Daytime Running Lights, LED Lights","Bluetooth, Remote Start, Tyre Pressure Monitoring, Touch Screen, ABS Brakes, Rear Camera, Traction Control, Android Auto, Cruise Control",18500,فحص كامل,Less than 50 kWh,300 - 399 km
https://jo.opensooq.com/en/search/257551181,2025-02-06 23:42:46,Used,Volkswagen,ID 6,ID.6 Crozz Pro,2021,"50,000 - 59,999",SUV,7,Electric,Automatic,,Navy Blue,Navy Blue,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,Original Paint,Cash Only,Amman,Jubaiha,"AUX / USB Input, Leather Seats, Airbags, Heated Steering Wheel, Electric Seat Control, Air Condition, Steering Wheel Controls, Alarm System, Memory Seats, Electric Windows, Center Lock, Heated Seats","Keyless Entry, Panoramic Roof, Electrically Folding Mirrors, Xenon Lights, Daytime Running Lights, Electric Mirrors, Rim Wheels, LED Lights, Front Sensors, Rear Sensors","Voice Control, Touch Screen, Park assist, Hud Projector, Media Screen, Navigation system / maps, Bluetooth, ABS Brakes, Forward Collision Alert, Auto Lock System, Blind Spot Alert, 360° Camera, Lane Departure Alert, Rear Camera, Apple CarPlay, Tyre Pressure Monitoring, Traction Control, Android Auto, Radar, Cruise Control",24700,فحص كامل,70 - 89 kWh,400 - 499 km
https://jo.opensooq.com/en/search/258541659,2025-02-06 23:42:52,Used,Nissan,Leaf,SL,2013,"170,000 - 179,999",SUV,5,Electric,Automatic,,Silver,Black,American Specs,Licensed,Compulsory Insurance,With Customs,Good (body only has minor blemishes),Total repaint,Cash Only,Salt,Al Manshiyyeh,"Leather Seats, Steering Wheel Controls, Airbags, Heated Steering Wheel, Air Condition, Electric Windows","Xenon Lights, LED Lights, Rim Wheels, Keyless Entry","Tyre Pressure Monitoring, Bluetooth, Touch Screen, ABS Brakes, 360° Camera, Cruise Control, Rear Camera",5300,,Less than 50 kWh,Less than 100 km
https://jo.opensooq.com/en/search/258533583,2025-02-06 23:42:56,New,BYD,Seagull,Seagull,2024,0,Sedan,5,Electric,Automatic,,Black,Black,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,Original Paint,Cash or Installments,Amman,Wadi Saqra,"Electric Windows, Center Lock, Leather Seats, Heated Seats, Air Condition, AUX / USB Input, Airbags, Steering Wheel Controls","Keyless Entry, Xenon Lights, LED Lights, Electric Mirrors, Electrically Folding Mirrors, Daytime Running Lights, Spare Tyre, Rim Wheels","ABS Brakes, Rear Camera, Traction Control, Cruise Control, Navigation system / maps, Bluetooth, Touch Screen, Media Screen",12876,,Less than 50 kWh,400 - 499 km
https://jo.opensooq.com/en/search/258542269,2025-02-06 23:43:13,Used,Volkswagen,ID 6,ID.6 Crozz Pro,2022,"20,000 - 29,999",SUV,7,Electric,Automatic,,Bronze,Grey,European Specs,Licensed,Comprehensive Insurance,With Customs,Excellent with no defects,Original Paint,Cash Only,Amman,Al Rabiah,"AUX / USB Input, Leather Seats, Airbags, CD player, Electric Seat Control, Cooled Seats, Steering Wheel Controls, Heated Steering Wheel, Memory Seats, Air Condition, Electric Windows, Center Lock, Heated Seats","Rear Sensors, Keyless Entry, Sunroof, Panoramic Roof, Electrically Folding Mirrors, Front Sensors, Electric Mirrors, Rim Wheels, Xenon Lights, Daytime Running Lights, LED Lights","Bluetooth, Tyre Pressure Monitoring, Touch Screen, Voice Control, 360° Camera, Android Auto, Rear Camera, ABS Brakes, Traction Control, Auto Lock System, Cruise Control, Park assist, Forward Collision Alert, Navigation system / maps, Blind Spot Alert",27500,,70 - 89 kWh,More than 500 km
https://jo.opensooq.com/en/search/257436201,2025-02-06 23:43:18,New,Honda,e:N,e:NS1,2022,0,SUV,5,Electric,Automatic,,Turquoise,Blue,Japanese Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,Original Paint,Cash Only,Irbid,Al Balad,"Heated Seats, Airbags, Leather Seats, Center Lock, Electric Seat Control, Alarm System, Memory Seats, Steering Wheel Controls, Heated Steering Wheel, Air Condition, AUX / USB Input, Electric Windows, CD player","Panoramic Roof, Rear Sensors, Front Sensors, Rim Wheels, Electric Mirrors, Daytime Running Lights, Electrically Folding Mirrors, LED Lights, Keyless Entry, Xenon Lights","Remote Start, Rear Camera, Blind Spot Alert, Cruise Control, Lane Departure Alert, Traction Control, Tyre Pressure Monitoring, Radar, Apple CarPlay, Touch Screen, Bluetooth, Media Screen, Forward Collision Alert, ABS Brakes",23000,,70 - 89 kWh,More than 500 km
https://jo.opensooq.com/en/search/257638911,2025-02-06 23:43:22,New,Mitsubishi,Other,Other,2022,0,SUV,5,Electric,Automatic,,White,Black,Japanese Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,Original Paint,Cash Only,Zarqa,Al mantika Al Hurra,"Steering Wheel Controls, Air Condition, Memory Seats, Alarm System, Electric Windows, Center Lock, Heated Seats, AUX / USB Input, CD player, Airbags, Leather Seats, Electric Seat Control, Heated Steering Wheel","Electrically Folding Mirrors, Electric Mirrors, Daytime Running Lights, Xenon Lights, Rim Wheels, LED Lights, Front Sensors, Back Hook, Rear Sensors, Keyless Entry, Panoramic Roof","Bluetooth, ABS Brakes, Remote Start, Auto Lock System, Forward Collision Alert, 360° Camera, Blind Spot Alert, Rear Camera, Lane Departure Alert, Traction Control, Android Auto, Tyre Pressure Monitoring, Cruise Control, Apple CarPlay, Touch Screen, Park assist, Voice Control, Media Screen, Navigation system / maps",24000,,70 - 89 kWh,More than 500 km
https://jo.opensooq.com/en/search/258533687,2025-02-06 23:43:25,Used,Fiat,500,500e,2016,"100,000 - 109,999",HatchBack,4,Electric,Automatic,,Black,Black,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,Original Paint,Cash Only,Amman,Khalda,"AUX / USB Input, Airbags, Electric Seat Control, Electric Windows, Center Lock, Heated Seats, Leather Seats, Air Condition","Rear Sensors, Sunroof, Panoramic Roof, Xenon Lights","Bluetooth, Touch Screen",6500,,Less than 50 kWh,100 - 199 km
https://jo.opensooq.com/en/search/257092433,2025-02-06 23:43:26,New,BYD,Tang,Tang,2024,0,SUV,7,Electric,Automatic,,Black,Beige,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,Original Paint,Cash Only,Amman,Arjan,"Steering Wheel Controls, Memory Seats, Electric Windows, Center Lock, Heated Seats, AUX / USB Input, CD player, Airbags, Leather Seats, Electric Seat Control","Rim Wheels, Front Sensors, Rear Sensors, LED Lights, Keyless Entry, Back Hook, Panoramic Roof, Electrically Folding Mirrors, Xenon Lights, Daytime Running Lights","Apple CarPlay, Tyre Pressure Monitoring, Android Auto, Voice Control, Bluetooth, Hud Projector, Remote Start, Blind Spot Alert, Forward Collision Alert, Lane Departure Alert",38500,,More than 100 kWh,More than 500 km
https://jo.opensooq.com/en/search/258526149,2025-02-06 23:43:36,Used,Tesla,Model S,Standard Range,2017,"120,000 - 129,999",Sedan,5,Electric,Automatic,,Black,Black,American Specs,Licensed,Compulsory Insurance,With Customs,Good (body only has minor blemishes),Partially repainted,Cash Only,Amman,Dabouq,"Heated Seats, Air Condition, CD player, Alarm System, AUX / USB Input, Electric Windows, Airbags, Leather Seats, Electric Seat Control, Sport Seats, Steering Wheel Controls, Cooled Seats, Memory Seats, Electric rear seat, Center Lock, Heated Steering Wheel","Panoramic Roof, Sunroof, Spare Tyre, Electrically Folding Mirrors, Daytime Running Lights, Electric Mirrors, Rim Wheels, Xenon Lights, Front Sensors, LED Lights, Rear Sensors, Sports Package, Keyless Entry, Back Hook","Android Auto, Tyre Pressure Monitoring, Rear Camera, Voice Control, Diff Lock, Traction Control, Hud Projector, Radar, Cruise Control, Bluetooth, Touch Screen, Park assist, Remote Start, Media Screen, Sport Suspension, Forward Collision Alert, ABS Brakes, Navigation system / maps, Blind Spot Alert, Auto Lock System, Apple CarPlay, Lane Departure Alert, 360° Camera",24500,فحص كامل,70 - 89 kWh,400 - 499 km
https://jo.opensooq.com/en/search/258539787,2025-02-06 23:43:40,Used,BYD,Han,Han,2023,"1,000 - 9,999",Sedan,5,Electric,Automatic,,Black,Beige,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,Original Paint,Cash Only,Amman,Al Bnayyat,"Airbags, Leather Seats, Electric Seat Control, Sport Seats, Steering Wheel Controls, Cooled Seats, Memory Seats, Electric rear seat, Electric Windows, Air Condition, Center Lock, Heated Steering Wheel, Heated Seats, Alarm System, AUX / USB Input, CD player","Spare Tyre, Electric Mirrors, Rim Wheels, Sports Package, Front Sensors, Xenon Lights, Rear Sensors, LED Lights, Keyless Entry, Back Hook, Sunroof, Panoramic Roof, Daytime Running Lights, Electrically Folding Mirrors","Bluetooth, Touch Screen, Sport Suspension, Remote Start, Media Screen, Park assist, Forward Collision Alert, ABS Brakes, Navigation system / maps, Blind Spot Alert, Auto Lock System, Lane Departure Alert, 360° Camera, Apple CarPlay, Tyre Pressure Monitoring, Rear Camera, Android Auto, Diff Lock, Traction Control, Voice Control, Radar, Cruise Control",26000,فحص كامل,70 - 89 kWh,More than 500 km
https://jo.opensooq.com/en/search/258539635,2025-02-06 23:43:42,Used,Smart,EQ,EQ Fortwo Cabriolet,2014,"40,000 - 49,999",Convertible,2,Electric,Automatic,,White,Black,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,Original Paint,Cash Only,Irbid,An-Nuayyimah,"AUX / USB Input, Air Condition, Airbags, Alarm System, Steering Wheel Controls, Electric Windows, Center Lock, Heated Seats, Leather Seats, Sport Seats","Daytime Running Lights, Rim Wheels, Panoramic Roof, Electric Mirrors, LED Lights","Tyre Pressure Monitoring, Touch Screen, ABS Brakes, Rear Camera, Traction Control, Bluetooth",6300,فحص كامل,Less than 50 kWh,100 - 199 km
https://jo.opensooq.com/en/search/258536671,2025-02-06 23:43:49,Used,Volkswagen,ID 6,ID.6 Crozz Pro,2022,"10,000 - 19,999",SUV,7,Electric,Automatic,,Navy Blue,Blue,European Specs,Not Licensed,Not Insured,Without Customs,Excellent with no defects,Original Paint,Cash or Installments,Zarqa,Al mantika Al Hurra,"Center Lock, Heated Seats, AUX / USB Input, Leather Seats, Airbags, Sport Seats, Electric Seat Control, Cooled Seats, Steering Wheel Controls, Memory Seats, Electric Windows","Rear Sensors, Keyless Entry, Panoramic Roof, Electrically Folding Mirrors, Electric Mirrors, Daytime Running Lights, Xenon Lights, Rim Wheels, Sports Package, Front Sensors, Back Hook","Android Auto, Tyre Pressure Monitoring, Rear Camera, Voice Control, Diff Lock, Cruise Control, Hud Projector, Radar, Park assist, Bluetooth, Touch Screen, Sport Suspension, Remote Start, Media Screen, Navigation system / maps, Forward Collision Alert, ABS Brakes, Blind Spot Alert, Auto Lock System, Apple CarPlay, Lane Departure Alert, 360° Camera",25500,,70 - 89 kWh,More than 500 km
