Condition,Car Make,is_luxury,Model,Model_encoded,Trim,Trim_encoded,Year,car_age,car_age_sqrt,Kilometers Numerical,age_km_interaction,Body Type,Number of Seats,Fuel,Transmission,Engine Size (cc),Regional Specs,Car License,Insurance,Car Customs,Body Condition,body_condition_encoded,Paint,paint_condition_encoded,interior_steering_wheel_controls,interior_airbags,technology_cruise_control,exterior_rear_sensors,exterior_keyless_entry,technology_tyre_pressure_monitoring,exterior_front_sensors,interior_electric_seat_control,technology_traction_control,technology_voice_control,technology_blind_spot_alert,technology_forward_collision_alert,technology_lane_departure_alert,technology_navigation_system_/_maps,Interior_Options_Count,Interior_Options_Count_cuberoot,Exterior_Options_Count,Exterior_Options_Count_cuberoot,Technology_Options_Count,Technology_Options_Count_cuberoot,tech_features_count,has_advanced_tech,Total_Options_Count,Total_Options_Count_cuberoot,weighted_options,Battery Capacity,Battery Range,log_price,maintenance_score,excellent_maintenance,size_class
Used,Tesla,1,Model 3,81,Standard Plus,165,2023,2,1.414213562,35242.04931,70484.09862,Sedan,5,Electric,Automatic,5499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Other,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,3,1.44224957,3,1.44224957,3,1.44224957,1,0,9,2.080083823,3,59,449,10.02131503,4,0,medium
Used,Kia,0,EV6,47,GT-Line AWD,84,2023,2,1.414213562,14919.02497,29838.04994,SUV,5,Electric,Automatic,249,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,2.5198421,13,2.351334688,21,2.758924176,8,1,50,3.684031499,17.1,79,500,10.19619448,7,1,large
Used,Tesla,1,Model 3,81,Long Range,111,2022,3,1.732050808,15242.14739,45726.44217,Sedan,5,Electric,Automatic,5499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Other,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,5,1.709975947,7,1.912931183,6,1.817120593,4,1,18,2.620741394,6,79,500,10.09621313,4,0,medium
New,BYD,0,Seagull,101,Seagull,154,2024,1,1,0,0,SUV,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,0,0,1,1,1,0,0,0,1,11,2.223980091,8,2,14,2.410142264,4,1,33,3.20753433,11.3,50,449,9.546884035,7,1,large
Used,Smart,0,EQ,35,EQ Forfour,44,2019,6,2.449489743,25346.28379,152077.7027,Coupe,2,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1.912931183,2,1.25992105,1,1,0,0,10,2.15443469,3.1,50,149,8.824824939,7,1,small
Used,Tesla,1,Model Y,84,Long Range,111,2021,4,2,54836.01316,219344.0526,SUV,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Good (body only has minor blemishes),3,Partially repainted,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,2.289428485,12,2.289428485,20,2.714417617,8,1,44,3.530348335,15.2,79,500,10.20177568,5,0,large
Used,Changan,0,Eado,51,Eado Plus Sport,71,2020,5,2.236067977,74521.3805,372606.9025,Sedan,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,0,0,1,1,0,0,1,1,10,2.15443469,8,2,17,2.571281591,6,1,35,3.27106631,12.2,59,449,9.409273195,7,1,medium
Used,BYD,0,Seagull,101,Seagull,154,2024,1,1,5665.620845,5665.620845,HatchBack,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,0,1,0,1,0,1,0,8,2,8,2,13,2.351334688,5,1,29,3.072316826,10,100,449,9.564582359,7,1,medium
Used,Hyundai,0,Kona,72,Premium,129,2019,6,2.449489743,65135.44176,390812.6506,HatchBack,5,Electric,Automatic,1499,Korean Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,2.289428485,10,2.15443469,19,2.668401649,8,1,41,3.44821724,14.2,59,500,9.770013301,7,1,medium
New,Avatar,0,Model 11,79,Model 11,119,2023,2,1.414213562,0,0,SUV,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,11,2.223980091,11,2.223980091,14,2.410142264,7,1,36,3.301927249,12.2,94,500,10.59415667,7,1,large
Used,Avatar,0,Model 11,79,Model 11,119,2023,2,1.414213562,15268.28926,30536.57852,SUV,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,11,2.223980091,11,2.223980091,14,2.410142264,7,1,36,3.301927249,12.2,94,500,10.51870022,7,1,large
Used,Tesla,1,Model 3,81,Standard Plus,165,2023,2,1.414213562,15482.79572,30965.59144,SUV,5,Electric,Automatic,5499,American Specs,Licensed,Compulsory Insurance,With Customs,Other,0,Other,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,2.289428485,10,2.15443469,20,2.714417617,8,1,42,3.476026645,14.6,59,449,9.975854725,0,0,large
Used,Tesla,1,Model 3,81,Long Range,111,2021,4,2,65127.84282,260511.3713,Sedan,5,Electric,Automatic,5499,American Specs,Licensed,Compulsory Insurance,With Customs,Other,0,Other,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,2.289428485,11,2.223980091,19,2.668401649,8,1,42,3.476026645,14.5,79,500,10.03893586,0,0,medium
Used,Honda,0,e:N,123,e:NS1,187,2022,3,1.732050808,34561.77562,103685.3269,SUV,5,Electric,Automatic,1499,Japanese Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,0,1,0,0,0,1,0,1,0,0,0,0,10,2.15443469,3,1.44224957,2,1.25992105,1,0,15,2.466212074,4.7,59,449,9.878221025,7,1,large
Used,Nissan,0,Leaf,74,S,142,2013,12,3.464101615,200000,2400000,HatchBack,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Good (body only has minor blemishes),3,Original Paint,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1.912931183,2,1.25992105,4,1.587401052,1,0,13,2.351334688,4.3,79,100,8.517393171,6,0,medium
New,BMW,1,5 Series,4,i5 eDrive40,197,2024,1,1,0,0,Sedan,5,Electric,Automatic,2499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,3,1.44224957,1,79,500,11.00211651,7,1,medium
Used,Volkswagen,0,Lavida,73,E-lavida,39,2019,6,2.449489743,125089.9721,750539.8326,Sedan,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Other,0,Original Paint,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,7,1.912931183,5,1.709975947,1,1,0,0,13,2.351334688,4,50,249,8.927579504,3,0,medium
Used,Volkswagen,0,ID 7,69,ID.7 VIZZION Pro,101,2023,2,1.414213562,5336.885426,10673.77085,Sedan,5,Electric,Automatic,1499,European Specs,Licensed,Comprehensive Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,2.410142264,12,2.289428485,23,2.84386698,8,1,49,3.65930571,17,79,500,9.43356392,7,1,medium
Used,Hyundai,0,Kona,72,Premium,129,2020,5,2.236067977,24822.09885,124110.4942,SUV,5,Electric,Manual,1499,Korean Specs,Not Licensed,Not Insured,Without Customs,Excellent with no defects,4,Original Paint,3,1,1,0,0,0,0,0,1,0,1,0,0,0,0,5,1.709975947,3,1.44224957,3,1.44224957,1,0,11,2.223980091,3.6,59,500,9.84697011,7,1,large
Used,Tesla,1,Model 3,81,Long Range,111,2021,4,2,35014.70885,140058.8354,Sedan,5,Electric,Automatic,5499,American Specs,Not Licensed,Not Insured,Without Customs,Other,0,Other,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,2.289428485,10,2.15443469,20,2.714417617,8,1,42,3.476026645,14.6,79,500,9.989711119,0,0,medium
Used,Nissan,0,Sylphy,109,Standard,164,2019,6,2.449489743,174605.558,1047633.348,Sedan,5,Electric,Automatic,1499,Japanese Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,0,1,0,0,0,0,0,7,1.912931183,7,1.912931183,7,1.912931183,3,0,21,2.758924176,7,59,249,9.268703615,7,1,medium
Used,BYD,0,Qin,96,Qin,136,2023,2,1.414213562,25264.81675,50529.6335,Sedan,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Other,0,Original Paint,3,1,1,1,1,1,1,1,1,1,0,1,1,1,1,13,2.351334688,13,2.351334688,19,2.668401649,7,1,45,3.556893304,15.4,50,500,9.852246888,3,0,medium
Used,BYD,0,Seagull,101,Seagull,154,2023,2,1.414213562,55224.11585,110448.2317,HatchBack,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,0,1,1,0,0,0,0,1,10,2.15443469,8,2,11,2.223980091,4,1,29,3.072316826,9.8,50,449,9.43356392,7,1,medium
New,BYD,0,E2,34,E2,43,2024,1,1,0,0,Sedan,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,0,1,1,1,1,0,0,0,1,0,0,0,0,1,6,1.817120593,8,2,9,2.080083823,3,0,23,2.84386698,7.8,50,449,9.497247144,7,1,medium
Used,Tesla,1,Model 3,81,Long Range,111,2018,7,2.645751311,164518.9542,1151632.679,Sedan,5,Electric,Automatic,5499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Partially repainted,2,1,1,1,1,1,1,1,1,1,0,1,0,1,1,13,2.351334688,13,2.351334688,15,2.466212074,6,1,41,3.44821724,13.8,79,449,9.755625392,6,0,medium
Used,BYD,0,Song Plus,105,Song Plus,159,2024,1,1,14950.79059,14950.79059,SUV,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,2.223980091,10,2.15443469,18,2.620741394,8,1,39,3.391211443,13.5,79,500,10.19991874,7,1,large
Used,Tesla,1,Model 3,81,Standard Plus,165,2023,2,1.414213562,35346.62132,70693.24264,Sedan,5,Electric,Automatic,5499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Partially repainted,2,1,1,0,1,1,0,1,1,0,1,1,1,1,0,7,1.912931183,7,1.912931183,9,2.080083823,4,1,23,2.84386698,7.8,59,449,9.989711119,6,0,medium
Used,Nissan,0,Leaf,74,SV,152,2015,10,3.16227766,200000,2000000,HatchBack,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Total repaint,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,11,2.223980091,5,1.709975947,9,2.080083823,5,1,25,2.924017738,8.4,50,100,8.74846363,5,0,medium
New,Mercedes Benz,1,EQE-Class,39,EQE 350,51,2024,1,1,0,0,SUV,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,10,2.15443469,11,2.223980091,16,2.5198421,7,1,37,3.332221852,12.7,94,500,10.11054237,7,1,large
Used,Hyundai,0,Ioniq,70,Standard,164,2019,6,2.449489743,85468.92293,512813.5376,Sedan,5,Electric,Automatic,1499,Korean Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,2.410142264,10,2.15443469,20,2.714417617,8,1,44,3.530348335,15.2,59,249,9.599066156,7,1,medium
New,BYD,0,Seagull,101,Seagull,154,2024,1,1,0,0,SUV,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,0,1,0,1,1,1,0,1,1,1,1,0,11,2.223980091,6,1.817120593,10,2.15443469,5,1,27,3,9.1,79,500,9.517898598,7,1,large
New,Changan,0,Eado,51,EV460,64,2023,2,1.414213562,0,0,Sedan,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,0,1,1,1,1,1,0,1,0,0,0,0,11,2.223980091,9,2.080083823,8,2,2,0,28,3.036588972,9.2,50,449,9.553930076,7,1,medium
New,Leapmotor,0,T03,110,T03,167,2024,1,1,0,0,HatchBack,4,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,0,1,0,0,0,0,0,6,1.817120593,8,2,8,2,3,0,22,2.802039331,7.4,50,349,9.200391041,7,1,medium
Used,Volkswagen,0,Bora,15,E-Bora,34,2019,6,2.449489743,85269.15984,511614.959,Sedan,5,Electric,Automatic,1499,European Specs,Not Licensed,Comprehensive Insurance,Without Customs,Excellent with no defects,4,Original Paint,3,0,0,0,1,1,1,0,0,1,1,0,0,0,1,2,1.25992105,5,1.709975947,11,2.223980091,4,1,18,2.620741394,6.5,50,249,9.220686664,7,1,medium
New,BYD,0,Song Plus,105,Song Plus,159,2024,1,1,0,0,Sedan,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,2.15443469,12,2.289428485,16,2.5198421,8,1,38,3.361975407,13,79,500,10.23214361,7,1,medium
Used,BYD,0,E2,34,E2,43,2023,2,1.414213562,15269.4397,30538.8794,Sedan,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,16,2.5198421,14,2.410142264,22,2.802039331,7,1,52,3.732511157,17.8,50,449,8.966611387,7,1,medium
Used,Kia,0,Niro EV,88,Wave,176,2022,3,1.732050808,54850.08777,164550.2633,SUV,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,0,1,1,1,1,1,1,1,15,2.466212074,12,2.289428485,20,2.714417617,8,1,47,3.60882608,16.1,59,449,9.961803629,7,1,large
Used,Hongqi,0,E-HS9,28,E-HS9,36,2021,4,2,5598.64665,22394.5866,SUV,6,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,0,1,1,1,1,0,1,1,1,10,2.15443469,12,2.289428485,13,2.351334688,6,1,35,3.27106631,11.8,94,449,10.70326694,7,1,large
New,BMW,1,3 Series,2,i3 eDrive,189,2024,1,1,0,0,Sedan,5,Electric,Automatic,2499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,0,1,1,1,0,0,1,1,1,10,2.15443469,12,2.289428485,12,2.289428485,5,1,34,3.239611801,11.4,79,500,10.58225687,7,1,medium
Used,Leapmotor,0,T03,110,T03,167,2022,3,1.732050808,25030.46538,75091.39614,HatchBack,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Good (body only has minor blemishes),3,Original Paint,3,1,1,1,1,1,1,1,0,1,1,1,1,1,1,7,1.912931183,11,2.223980091,20,2.714417617,8,1,38,3.361975407,13.4,59,449,9.169622539,6,0,medium
Used,Tesla,1,Model 3,81,Standard Plus,165,2023,2,1.414213562,34835.67884,69671.35768,Sedan,5,Electric,Automatic,5499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Partially repainted,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,14,2.410142264,12,2.289428485,16,2.5198421,7,1,42,3.476026645,14.2,59,449,9.998843186,6,0,medium
Used,Chevrolet,0,Bolt,14,Bolt,23,2023,2,1.414213562,34848.86318,69697.72636,HatchBack,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,0,1,1,1,0,1,0,0,1,0,0,0,9,2.080083823,3,1.44224957,3,1.44224957,2,0,15,2.466212074,4.8,59,449,9.741027445,7,1,medium
Used,Kia,0,Niro,87,EX Touring,68,2019,6,2.449489743,54707.93042,328247.5825,SUV,5,Electric,Automatic,1499,Korean Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,0,1,1,1,1,0,1,1,1,1,15,2.466212074,7,1.912931183,18,2.620741394,7,1,40,3.419951893,13.8,59,449,9.888424675,7,1,large
Used,Fiat,0,500,5,500e,12,2013,12,3.464101615,104661.1067,1255933.28,HatchBack,4,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Partially repainted,2,1,1,1,1,0,1,0,0,0,1,0,0,0,0,10,2.15443469,4,1.587401052,5,1.709975947,3,0,19,2.668401649,6.2,50,149,8.556606194,6,0,medium
Used,BYD,0,Seal,102,Seal,155,2023,2,1.414213562,5852.796585,11705.59317,Sedan,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,2.223980091,10,2.15443469,17,2.571281591,8,1,38,3.361975407,13.1,79,500,10.29217944,7,1,medium
Used,Tesla,1,Model 3,81,Long Range,111,2022,3,1.732050808,5088.019422,15264.05827,Sedan,4,Electric,Automatic,5499,American Specs,Licensed,Comprehensive Insurance,With Customs,Excellent with no defects,4,Original Paint,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,3,1.44224957,1,100,500,10.1266711,7,1,medium
Used,Tesla,1,Model S,82,Long Range Plus,112,2015,10,3.16227766,144903.4264,1449034.264,Sedan,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,0,1,0,0,11,2.223980091,10,2.15443469,12,2.289428485,5,1,33,3.20753433,11.1,79,500,9.898525261,7,1,medium
Used,Volkswagen,0,ID 4,67,ID.4 Crozz Pure+,93,2022,3,1.732050808,44837.82622,134513.4787,SUV,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2.466212074,13,2.351334688,21,2.758924176,8,1,49,3.65930571,16.8,100,500,10.04111679,7,1,large
Used,Chevrolet,0,Menlo,78,Menlo,117,2020,5,2.236067977,165199.9578,825999.789,SUV,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,0,1,1,1,0,0,1,1,0,0,0,0,7,1.912931183,9,2.080083823,8,2,3,0,24,2.884499141,8,59,349,9.581972892,7,1,large
Used,BMW,1,iX Series,126,Standard,164,2022,3,1.732050808,15396.1592,46188.4776,SUV,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,0,1,1,1,1,0,0,0,1,10,2.15443469,12,2.289428485,11,2.223980091,4,1,33,3.20753433,11,79,449,10.16095523,7,1,large
Used,Volkswagen,0,ID 6,68,ID.6 Crozz Pro,96,2022,3,1.732050808,24911.30776,74733.92328,SUV,7,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,0,1,1,1,1,1,12,2.289428485,11,2.223980091,19,2.668401649,7,1,42,3.476026645,14.5,79,449,10.2399955,7,1,large
New,Mercedes Benz,1,EQE-Class,39,EQE 350,51,2022,3,1.732050808,0,0,Sedan,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,2.289428485,12,2.289428485,21,2.758924176,8,1,45,3.556893304,15.6,94,500,10.94201362,7,1,medium
New,Chevrolet,0,Menlo,78,Menlo,117,2023,2,1.414213562,0,0,HatchBack,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,0,1,0,1,0,0,1,1,0,0,0,1,8,2,6,1.817120593,12,2.289428485,4,1,26,2.962496068,9,59,449,9.84697011,7,1,medium
Used,Changan,0,Eado,51,EV460,64,2021,4,2,145194.7634,580779.0536,Sedan,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,0,1,0,1,0,0,1,0,0,0,0,1,6,1.817120593,8,2,8,2,3,0,22,2.802039331,7.4,59,449,9.42149231,7,1,medium
Used,Fiat,0,500,5,500e,12,2015,10,3.16227766,105246.667,1052466.67,Coupe,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Other,0,Original Paint,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,8,2,3,1.44224957,3,1.44224957,1,0,14,2.410142264,4.5,59,149,8.732465848,3,0,small
Used,Tesla,1,Model Y,84,Standard Range,166,2021,4,2,125421.8754,501687.5016,Sedan,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Partially repainted,2,1,1,0,1,1,0,1,1,0,0,0,0,0,0,16,2.5198421,14,2.410142264,1,1,0,0,31,3.141380652,9.4,100,349,10.04329297,6,0,medium
New,BYD,0,E2,34,E2,43,2024,1,1,464.8103634,464.8103634,SUV,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,0,1,1,0,0,0,1,8,2,8,2,15,2.466212074,5,1,31,3.141380652,10.8,50,449,9.741027445,7,1,large
Used,Hyundai,0,Ioniq,70,Standard,164,2017,8,2.828427125,200000,1600000,Sedan,5,Electric,Automatic,1499,Korean Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,0,1,1,1,0,0,1,0,0,0,0,0,11,2.223980091,5,1.709975947,9,2.080083823,2,0,25,2.924017738,8.4,50,249,9.42955622,7,1,medium
Used,Volkswagen,0,ID 4,67,ID.4 Crozz Pure+,93,2021,4,2,34949.55084,139798.2034,SUV,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,0,1,1,1,1,1,1,1,1,1,0,10,2.15443469,11,2.223980091,21,2.758924176,7,1,42,3.476026645,14.7,79,500,10.01014223,7,1,large
Used,Chevrolet,0,Bolt,14,Bolt,23,2018,7,2.645751311,55040.15179,385281.0625,HatchBack,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Other,0,Other,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,12,2.289428485,11,2.223980091,22,2.802039331,8,1,45,3.556893304,15.7,59,500,9.581972892,0,0,medium
New,Volkswagen,0,ID 7,69,ID.7 VIZZION Pro,101,2023,2,1.414213562,0,0,Sedan,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2.466212074,13,2.351334688,23,2.84386698,8,1,51,3.708429769,17.6,79,500,8.517393171,7,1,medium
New,BYD,0,Song Plus,105,Song Plus,159,2024,1,1,0,0,SUV,5,Electric,Automatic,1499,Other Specs,Not Licensed,Not Insured,Without Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,2.223980091,12,2.289428485,19,2.668401649,8,1,42,3.476026645,14.5,79,500,10.17545936,7,1,large
New,Volkswagen,0,ID 4,67,ID.4 Crozz Pro,92,2024,1,1,0,0,SUV,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,2.351334688,13,2.351334688,19,2.668401649,8,1,45,3.556893304,15.4,79,500,10.24888413,7,1,large
Used,Tesla,1,Model 3,81,Performance,126,2020,5,2.236067977,34568.93337,172844.6668,Sedan,4,Electric,Automatic,5499,American Specs,Not Licensed,Compulsory Insurance,Without Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,2.5198421,14,2.410142264,23,2.84386698,8,1,53,3.756285754,18.2,100,500,10.02131503,7,1,medium
Used,Hyundai,0,Ioniq,70,5,8,2020,5,2.236067977,44986.87297,224934.3648,HatchBack,5,Electric,Automatic,1499,Korean Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,2.351334688,11,2.223980091,21,2.758924176,8,1,45,3.556893304,15.6,50,349,9.353401215,7,1,medium
Used,Toyota,0,C-HR,17,VX,175,2021,4,2,105267.7899,421071.1596,HatchBack,5,Electric,Automatic,1499,Japanese Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,0,1,1,0,1,1,0,0,0,0,0,0,0,1,8,2,5,1.709975947,12,2.289428485,3,0,25,2.924017738,8.7,59,349,9.735128071,7,1,medium
Used,Hyundai,0,Ioniq,70,Standard,164,2019,6,2.449489743,115454.3612,692726.1672,Sedan,5,Electric,Automatic,1499,Korean Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,2.5198421,14,2.410142264,21,2.758924176,8,1,51,3.708429769,17.4,50,249,9.564582359,7,1,medium
Used,Tesla,1,Model 3,81,Standard Plus,165,2023,2,1.414213562,5206.960171,10413.92034,Sedan,5,Electric,Automatic,5499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,2.351334688,10,2.15443469,20,2.714417617,8,1,43,3.50339806,14.9,94,449,9.928228944,7,1,medium
New,BYD,0,Song L,104,Song L,158,2024,1,1,0,0,SUV,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,2.351334688,12,2.289428485,19,2.668401649,8,1,44,3.530348335,15.1,79,500,10.42676533,7,1,large
